label;English
1000;knitted-grass backpack
1001;hard-shell backpack
1150;Nook Inc. knapsack
1185;DAL backpack
957;town backpack
958;travel pouch
962;messenger bag
963;dry bag
964;pleather shoulder bag
965;fish pochette
966;tackle bag
967;bug cage
968;faux-fur bag
969;pleather fringe bag
970;hand-knit pouch
971;crossbody bag
972;pleather crossbody bag
973;crossbody boston bag
974;gumdrop shoulder bag
975;cloth shoulder bag
976;straw pochette
977;star pochette
978;cherry-blossom pochette
979;maple-leaf pochette
980;acorn pochette
981;snowflake pochette
982;shellfish pochette
983;tool bag
984;retro sports bag
985;sacoche bag
986;evening bag
987;log pack
988;traveler's backpack
989;square backpack
990;outdoor backpack
991;butterfly backpack
992;studded backpack
993;mini pleather bag
994;extra-large backpack
995;basket pack
996;foldover-top backpack
997;knapsack
998;canvas backpack
999;Mom's knapsack
