label;English
1013;Festivale accessory
1014;crown
1041;zen hair clip
1042;flashy hairpin
1043;pilot's hat
1044;student cap
1045;hibiscus hairpin
1061;baseball cap
1065;tweed cap
1105;floral hairpin
1106;heart hairpin
1107;star hairpin
1108;bulb bopper
1109;flower bopper
1110;heart bopper
1111;barrette
1112;giant ribbon
1114;skateboarding helmet
1115;Aran-knit cap
1117;lettered cap
1119;ribboned garden hat
1121;patchwork tulip hat
1122;apple hat
1123;pear hat
1124;cherry hat
1125;peach hat
1131;Labelle cap
1132;Labelle hat
1139;star bopper
1142;Nook Inc. cap
1143;Nook Inc. bandanna
1147;rain hat
1153;tropical hat
1163;tubeteika
1164;matanpushi
1186;DAL cap
1192;OK Motors cap
1195;earth-egg shell
1196;stone-egg shell
1197;leaf-egg shell
1198;wood-egg shell
1199;sky-egg shell
1200;water-egg shell
1201;Bunny Day crown
1202;egg party hat
1221;handmade crown
1222;sunflower crown
1224;mermaid tiara
1229;pirate bandanna
1255;pirate-treasure crown
1267;mage's striped hat
1272;impish horns
1273;flashy pointy-ear animal hat
1274;flashy round-ear animal hat
1279;Hello Kitty hat
1284;Kiki & Lala pin
1295;Kerokerokeroppi pin
1318;Mario hat
1319;Luigi hat
1320;Wario hat
1329;Princess Peach crown
1351;shamrock hat
1364;prom crown
1365;prom tiara
533;school hat
550;New Year's hat
551;birthday hat
552;hyacinth crown
553;cool hyacinth crown
554;purple hyacinth crown
555;windflower crown
556;cool windflower crown
557;purple windflower crown
558;tulip crown
559;chic tulip crown
560;dark tulip crown
561;pansy crown
562;cool pansy crown
563;purple pansy crown
564;cosmos crown
565;lovely cosmos crown
566;dark cosmos crown
567;rose crown
568;cute rose crown
569;chic rose crown
570;lily crown
571;cute lily crown
572;dark lily crown
573;mum crown
574;chic mum crown
575;simple mum crown
579;mesh cap
580;top hat
587;explorer's hat
588;scholar's hat
589;sombrero
590;safety helmet
591;chef's hat
592;police cap
593;pirate's hat
594;bamboo hat
595;faux-fur hat
596;do-rag
597;knit hat
598;paperboy cap
599;plain cap
617;sailor's hat
618;viking helmet
631;mage's hat
632;denim cap
633;cycling cap
634;outdoor hat
635;straw boater
636;beret
637;orange hat
638;kiwi hat
639;strawberry hat
640;grape hat
641;pineapple cap
642;watermelon hat
644;sushi chef hat
645;bicycle helmet
646;swimming cap
647;silk hat
656;tulip hat
657;paisley bandanna
658;alpinist hat
659;bowler hat with ribbon
660;wide-brim straw hat
661;dotted shower cap
662;fedora
663;frugal hat
664;sports cap
665;terry-cloth nightcap
666;Santa hat
667;royal crown
669;terry-cloth do-rag
670;acorn knit cap
671;combat helmet
681;shallow knit cap
684;captain's hat
685;dandy hat
688;wizard's cap
689;balloon hat
696;elegant hat
701;jester's cap
710;jockey's helmet
714;detective hat
719;straw hat
720;outback hat
724;snowy knit cap
725;colorful striped knit cap
751;imitation cow skull
803;eggshell
816;cavalier hat
910;New Year's silk hat
929;ancient administrator hat
930;glengarry
935;pom casquette
936;tam-o'-shanter
942;ribbon
949;halo
950;nurse's cap
951;soft-serve hat
952;bunny ears
953;straw umbrella hat
954;ribboned straw hat
955;small silk hat
959;blue rose crown
960;gold rose crown
961;tiara
