label;English
009;sweater dress
010;parka dress
011;overall dress
012;layered tank dress
020;cheerleading uniform
024;satin dress
028;tweed dress
029;gumdrop dress
030;tropical muumuu
031;academy uniform
032;retro dress
038;dazed dress
039;prim outfit
041;belted dotted dress
045;blossom dress
046;lace-up dress
049;plover dress
050;fancy party dress
051;rad power skirt suit
052;festive dress
053;fairy-tale dress
054;maid dress
058;diner uniform
061;bunny dress
063;noble zap suit
065;bathrobe
066;ballet outfit
067;cat dress
068;alpinist dress
069;festive-tree dress
089;caveman tank
1004;flower-print dress
1016;marble-dots dress
1017;simple-dots dress
1018;hibiscus muumuu
1019;bold muumuu
1039;simple checkered dress
104;princess dress
1048;lively plaid dress
105;sleeveless sweater dress
1064;kandoora
1084;junihitoe kimono
1085;Victorian dress
1086;hakama with crest
1087;apple dress
1088;pear dress
1089;cherry dress
1090;peach dress
1128;Labelle dress
113;strawberry dress
114;watermelon dress
115;orange dress
1155;pajama dress
1156;visual-punk dress
1157;bekasab robe
1158;attus robe
1159;bingata dress
116;kiwi dress
1161;painter's coverall
1162;Festivale tank dress
117;grape dress
118;pineapple dress
1204;egg party dress
1205;earth-egg outfit
1206;stone-egg outfit
1207;leaf-egg outfit
1208;wood-egg outfit
1209;sky-egg outfit
1210;water-egg outfit
1219;wedding tuxedo
1230;pirate-treasure robe
1231;pirate outfit
1244;mermaid fishy dress
1245;mermaid princess dress
1261;Jack's robe
1262;raggedy outfit
1263;mage's dress
1264;flashy animal costume
1301;Orihime outfit
1302;Hikoboshi outfit
1315;magic-academy robe
1344;Festivale costume
141;wedding dress
146;nurse's dress uniform
150;PJ outfit
153;ruffled dress
154;shirtdress
155;sleeveless shirtdress
162;jockey uniform
163;bear costume
164;firefighter uniform
165;frog costume
166;kappa costume
167;fashionable royal dress
168;palatial tank dress
169;jumper work suit
170;jester costume
171;zap suit
172;jinbei
173;ninja costume
174;dragon suit
176;concierge uniform
178;flight-crew uniform
180;mage's robe
181;áo dài
182;pinafore
183;chima jeogori
186;security uniform
187;toga
188;blossoming kimono
189;mysterious dress
190;chiton
192;moldy dress
193;pharaoh's outfit
198;desert outfit
199;mummy outfit
200;bone costume
201;wrestler uniform
202;baseball uniform
203;pilot's uniform
204;suit of lights
205;milkmaid dress
211;space suit
213;racing outfit
215;skirt with suspenders
216;box-skirt uniform
219;denim overalls
221;sailor-collar dress
226;sari
227;adventure dress
232;sweetheart dress
235;fairy dress
239;suspender outfit
247;sprite costume
267;nightgown
268;judogi
276;striped dress
279;linen dress
282;wizard's robe
291;striped halter dress
293;miko attire
294;pirate dress
297;retro sleeveless dress
302;hakama
304;full-body tights
307;fishing waders
311;magical dress
313;bolero coat
314;office uniform
317;full-length dress with pearls
318;casual kimono
320;frugal dress
321;frugal outfit
322;chic tuxedo dress
323;fleece pj's
324;long pleather coat
325;bath-towel wrap
338;loose fall dress
340;plaid-print dress
343;frilly dress
345;dollhouse dress
348;Bohemian tunic dress
357;oversized-sweats dress
362;sheep costume
363;sunflower dress
368;alpinist overalls
373;star costume
389;layered sleeveless dress
390;tiger-face tee dress
391;parka and shirtdress
393;baby romper
394;tight punk outfit
396;superhero uniform
398;china poblana
403;shawl-and-dress combo
413;pintuck-pleated dress
416;reindeer costume
424;maxi shirtdress
435;long denim cardigan
436;oversized print dress
437;retro A-line dress
439;tee dress
442;visual-punk outfit
446;floral lace dress
450;caterpillar costume
452;house-print dress
453;forest-print dress
454;rugby uniform
456;iron armor
457;long down coat
458;gold armor
460;peacoat-and-skirt combo
462;casual chic dress
469;folk-dance outfit
470;boa parka
472;balmacaan coat
477;desert-princess outfit
482;zigzag-print dress
483;shorts outfit
486;icy dress
488;cold-country dress
490;mariachi clothing
491;marble-print dress
492;shell dress
500;long chenille cardigan
512;sweet dress
514;impish costume
525;striped maxi dress
527;checkered jumper dress
532;lacy dress
534;clover dress
546;elegant dress
578;wrestling singlet
582;sleeveless silk dress
584;ogre costume
586;astro dress
650;hot-dog costume
651;coveralls with arm covers
695;stylish jumpsuit
703;instant-muscles suit
715;cyber suit
716;figure-skating dress
721;figure-skating costume
739;power suit
740;Renaissance dress
747;cold-country bunad
757;fancy kimono
773;ancient belted robe
774;ancient sashed robe
788;school smock
793;rumba costume
805;baby-chick costume
806;rumba dress
810;suit with stand-up collar
872;dreamy dress
873;flashy kimono
874;noble dress
875;stellar jumpsuit
877;old commoner's kimono
889;tango dress
891;flapper dress
892;baji jeogori
893;morning-glory yukata
895;steampunk costume
897;farmer overalls
898;ice-hockey uniform
913;simple visiting kimono
914;butterfly visiting kimono
915;kabuki-actor yukata
943;egg-sushi costume
944;tuna-sushi costume
945;gizzard-shad-sushi costume
