label;English
1003;faux-suede sneakers
1097;kung-fu shoes
1098;embroidered shoes
1135;Labelle pumps
1136;Labelle sneakers
1145;Nook Inc. slippers
1184;DAL slippers
1191;recycled boots
236;kimono sandals
515;shower sandals
517;pleather sneakers
520;faux-shearling boots
521;vinyl round-toed pumps
522;loafers
523;cross-belt sandals
526;business shoes
528;velour boots
529;rain boots
530;zori
705;trekking shoes
760;paw slippers
761;flip-flops
762;mary janes
763;armor shoes
764;slip-on school shoes
765;pleather ankle booties
766;flower sandals
767;faux-fur ankle booties
768;leopard pumps
769;beaded sandals
772;boots
776;antique boots
777;gold-armor shoes
778;slippers
779;work boots
780;moccasin boots
782;pom-pom boots
783;samurai greaves
784;strappy heels
785;house slippers
786;slip-on sandals
787;slip-on loafers
789;shiny bow platform shoes
791;ballet slippers
792;visual-punk boots
794;rubber-toe high tops
795;wooden clogs
796;comfy sandals
797;gladiator sandals
799;zap boots
800;basketball shoes
801;jester's shoes
802;outdoor sandals
804;cowboy boots
808;traditional flower shoes
809;water sandals
811;cleats
812;winklepickers
814;hi-tech sneakers
815;ski boots
820;lace-up boots
821;wrestling shoes
839;power boots
863;space boots
864;kiddie sneakers
868;walking shoes
876;restroom slippers
878;cute sneakers
881;moccasins
882;water shoes
883;wingtip shoes
888;ribbon sandals
894;sporty sandals
924;ghillie brogues
925;babouches
938;high-tops
941;steel-toed boots
946;rubber-toe sneakers
947;mage's booties
