label;English
00000;common exterior
00005;red-trim common exterior
00006;blue-trim common exterior
00009;chalet exterior
00010;cobblestone exterior
00019;white stucco exterior
00020;brown chalet exterior
00021;red chalet exterior
00022;light-blue chalet exterior
00023;yellow chalet exterior
00142;orange chalet exterior
00143;cream chalet exterior
00144;black chalet exterior
00145;chic cobblestone exterior
00146;brown cobblestone exterior
00147;red cobblestone exterior
00148;orange cobblestone exterior
00149;blue cobblestone exterior
00150;green cobblestone exterior
00151;gray cobblestone exterior
00152;beige stucco exterior
00153;gray stucco exterior
00154;red stucco exterior
00155;blue stucco exterior
00156;yellow stucco exterior
00157;pink stucco exterior
00158;black stucco exterior
00159;gray-trim common exterior
00160;yellow common exterior
00161;pink common exterior
00162;red common exterior
00163;black common exterior
