label;English
00000;red tile roof
00003;pink tile roof
00006;golden-brown thatch roof
00007;gray stone roof
00008;orange curved shingles
00023;brown thatch roof
00024;orange thatch roof
00025;fresh-grass thatch roof
00026;gray thatch roof
00039;red tile roof
00047;red tile roof
00126;pink tile roof
00127;yellow tile roof
00128;green tile roof
00129;aqua tile roof
00130;blue tile roof
00131;purple tile roof
00132;black tile roof
00133;pink tile roof
00134;yellow tile roof
00135;green tile roof
00136;aqua tile roof
00137;blue tile roof
00138;purple tile roof
00139;black tile roof
00147;yellow tile roof
00148;green tile roof
00149;aqua tile roof
00150;blue tile roof
00151;purple tile roof
00152;black tile roof
00153;beige stone roof
00154;orange stone roof
00155;red stone roof
00156;blue stone roof
00157;green stone roof
00158;brown stone roof
00159;black stone roof
00160;pink curved shingles
00161;yellow curved shingles
00162;green curved shingles
00163;blue curved shingles
00164;beige curved shingles
00165;brown curved shingles
00166;black curved shingles
00167;white thatch roof
00168;deep-green thatch roof
00169;black thatch roof
