label;English
ant_M;anteater
ant_F;anteater
bea_M;bear
bea_F;bear
brd_M;bird
brd_F;bird
bul_M;bull
cat_M;cat
cat_F;cat
cbr_M;bear cub
cbr_F;bear cub
chn_M;chicken
chn_F;chicken
cow_F;cow
crd_M;alligator
crd_F;alligator
der_M;deer
der_F;deer
dog_M;dog
dog_F;dog
duk_M;duck
duk_F;duck
elp_M;elephant
elp_F;elephant
flg_M;frog
flg_F;frog
goa_M;goat
goa_F;goat
gor_M;gorilla
gor_F;gorilla
ham_M;hamster
ham_F;hamster
hip_M;hippo
hip_F;hippo
hrs_M;horse
hrs_F;horse
kal_M;koala
kal_F;koala
kgr_M;kangaroo
kgr_F;kangaroo
lon_M;lion
lon_F;lion
mnk_M;monkey
mnk_F;monkey
mus_M;mouse
mus_F;mouse
ocp_M;octopus
ocp_F;octopus
ost_M;ostrich
ost_F;ostrich
pbr_M;eagle
pbr_F;eagle
pgn_M;penguin
pgn_F;penguin
pig_M;pig
pig_F;pig
rbt_M;rabbit
rbt_F;rabbit
rhn_M;rhinoceros
rhn_F;rhinoceros
shp_M;sheep
shp_F;sheep
squ_M;squirrel
squ_F;squirrel
tig_M;tiger
tig_F;tiger
wol_M;wolf
wol_F;wolf
