label;English
DiveFish_02620;seaweed
DiveFish_02830;sea grapes
DiveFish_02831;sea urchin
DiveFish_02832;acorn barnacle
DiveFish_02833;oyster
DiveFish_02834;turban shell
DiveFish_02835;abalone
DiveFish_02838;pearl oyster
DiveFish_02839;scallop
DiveFish_02840;sea anemone
DiveFish_02841;sea star
DiveFish_02842;sea cucumber
DiveFish_02843;sea slug
DiveFish_02844;flatworm
DiveFish_02845;mantis shrimp
DiveFish_02846;sweet shrimp
DiveFish_02847;tiger prawn
DiveFish_02848;spiny lobster
DiveFish_02849;lobster
DiveFish_02850;snow crab
DiveFish_02852;red king crab
DiveFish_02853;spider crab
DiveFish_02854;octopus
DiveFish_02855;spotted garden eel
DiveFish_02856;chambered nautilus
DiveFish_02857;horseshoe crab
DiveFish_02858;giant isopod
DiveFish_06920;firefly squid
DiveFish_07191;gazami crab
DiveFish_07203;vampire squid
DiveFish_07214;gigas giant clam
DiveFish_07228;sea pineapple
DiveFish_07245;moon jellyfish
DiveFish_07252;umbrella octopus
DiveFish_07267;slate pencil urchin
DiveFish_07278;whelk
DiveFish_07303;sea pig
DiveFish_07308;Dungeness crab
DiveFish_07318;Venus' flower basket
DiveFish_07411;mussel
