label;English
HousePost_02571;ordinary mailbox
HousePost_05342;square mailbox
HousePost_05343;wooden mailbox
HousePost_05344;large mailbox
HousePost_05802;rustic mailbox
HousePost_08661;red ordinary mailbox
HousePost_08662;pink ordinary mailbox
HousePost_08663;yellow ordinary mailbox
HousePost_08664;green ordinary mailbox
HousePost_08665;blue ordinary mailbox
HousePost_08666;white ordinary mailbox
HousePost_08667;black ordinary mailbox
HousePost_08672;red large mailbox
HousePost_08673;pink large mailbox
HousePost_08674;yellow large mailbox
HousePost_08675;green large mailbox
HousePost_08676;blue large mailbox
HousePost_08677;white large mailbox
HousePost_08678;black large mailbox
HousePost_08827;red square mailbox
HousePost_08828;pink square mailbox
HousePost_08829;yellow square mailbox
HousePost_08830;green square mailbox
HousePost_08831;blue square mailbox
HousePost_08832;white square mailbox
HousePost_08833;black square mailbox
HousePost_08897;chic wooden mailbox
HousePost_08898;red wooden mailbox
HousePost_08899;pink wooden mailbox
HousePost_08900;yellow wooden mailbox
HousePost_08901;green wooden mailbox
HousePost_08902;blue wooden mailbox
HousePost_08903;white wooden mailbox
