label;English
RoomWall_04795;common wall
RoomWall_04801;steel-frame wall
RoomWall_04802;pink painted-wood wall
RoomWall_04803;white painted-wood wall
RoomWall_04804;brown herringbone wall
RoomWall_04805;chocolate herringbone wall
RoomWall_04806;brown hallway wall
RoomWall_04807;chocolate hallway wall
RoomWall_04808;yellow-paint wall
RoomWall_04809;orange-paint wall
RoomWall_04811;blue-paint wall
RoomWall_04812;green-paint wall
RoomWall_04813;rustic-stone wall
RoomWall_04814;blue-crown wall
RoomWall_04815;black-crown wall
RoomWall_04816;pink-crown wall
RoomWall_04817;beige art-deco wall
RoomWall_04818;red art-deco wall
RoomWall_04819;screen wall
RoomWall_04820;gold-screen wall
RoomWall_04821;circuit-board wall
RoomWall_04825;shutter wall
RoomWall_04826;white botanical-tile wall
RoomWall_04827;brown botanical-tile wall
RoomWall_04828;chic wall
RoomWall_04830;lattice wall
RoomWall_04831;beige blossoming wall
RoomWall_04832;wavy-tile wall
RoomWall_04833;bamboo wall
RoomWall_04834;beige desert-tile wall
RoomWall_04835;blue desert-tile wall
RoomWall_04836;bamboo-screen wall
RoomWall_04837;classic-library wall
RoomWall_04838;manga-library wall
RoomWall_04839;bank-vault wall
RoomWall_04840;cabin wall
RoomWall_04841;crepe-design wall
RoomWall_04843;construction-site wall
RoomWall_04844;stacked-wood wall
RoomWall_04845;rammed-earth wall
RoomWall_04846;groovy wall
RoomWall_04847;retro flower-print wall
RoomWall_04848;blue intricate wall
RoomWall_04849;yellow intricate wall
RoomWall_04850;ivy wall
RoomWall_04851;rock-climbing wall
RoomWall_04852;skyscraper wall
RoomWall_04853;bamboo-grove wall
RoomWall_04854;paintball wall
RoomWall_04855;snowflake wall
RoomWall_04856;dirt-clod wall
RoomWall_04857;old wallpaper
RoomWall_04858;wild-wood wall
RoomWall_04859;wooden-mosaic wall
RoomWall_04860;dark wooden-mosaic wall
RoomWall_04861;stately wall
RoomWall_04862;mosaic-tile wall
RoomWall_04863;shoji screen
RoomWall_04864;modern shoji-screen wall
RoomWall_04865;honeycomb wall
RoomWall_04866;exquisite wall
RoomWall_04867;yellow simple-cloth wall
RoomWall_04868;pink simple-cloth wall
RoomWall_04869;blue simple-cloth wall
RoomWall_04870;orange molded-panel wall
RoomWall_04871;blue molded-panel wall
RoomWall_04872;gray molded-panel wall
RoomWall_04873;abstract wall
RoomWall_04874;blue heart-pattern wall
RoomWall_04875;pink heart-pattern wall
RoomWall_04876;industrial wall
RoomWall_04877;beaded-curtain wall
RoomWall_04878;heavy-curtain wall
RoomWall_04879;marine pop wall
RoomWall_04880;butterflies wall
RoomWall_04881;kisses wall
RoomWall_04882;blackboard wall
RoomWall_04883;camo wall
RoomWall_04884;blue camo wall
RoomWall_04885;purple camo wall
RoomWall_04886;pastel puzzle wall
RoomWall_04887;colorful puzzle wall
RoomWall_04888;blue playroom wall
RoomWall_04889;pink playroom wall
RoomWall_04890;concrete wall
RoomWall_04891;white delicate-blooms wall
RoomWall_04892;monochromatic dotted wall
RoomWall_04893;pink flower-print wall
RoomWall_04894;golden wall
RoomWall_04895;pink blossoming wall
RoomWall_04896;blue blossoming wall
RoomWall_04897;red delicate-blooms wall
RoomWall_04898;green delicate-blooms wall
RoomWall_04899;pastel dotted wall
RoomWall_04900;red dotted wall
RoomWall_04902;purple dotted wall
RoomWall_04903;green blossoming wall
RoomWall_04904;modern wood wall
RoomWall_04905;autumn wall
RoomWall_04906;rose wall
RoomWall_04907;purple-rose wall
RoomWall_04908;mod wall
RoomWall_04909;honeycomb-tile wall
RoomWall_04910;monochromatic-tile wall
RoomWall_04911;wooden-knot wall
RoomWall_04912;blue honeycomb-tile wall
RoomWall_04913;green honeycomb-tile wall
RoomWall_04914;white honeycomb-tile wall
RoomWall_04915;orange wall
RoomWall_04916;apple wall
RoomWall_04917;pear wall
RoomWall_04918;peach wall
RoomWall_04919;cherry wall
RoomWall_04920;white perforated-board wall
RoomWall_04921;perforated-board wall
RoomWall_04922;black perforated-board wall
RoomWall_04923;gray shanty wall
RoomWall_04924;pink shanty wall
RoomWall_04925;blue shanty wall
RoomWall_04926;brown shanty wall
RoomWall_04927;white-brick wall
RoomWall_04928;red-brick wall
RoomWall_04929;black-brick wall
RoomWall_04930;aqua tile wall
RoomWall_04931;colorful-tile wall
RoomWall_04932;dark-chocolate wall
RoomWall_04933;white-chocolate wall
RoomWall_04934;strawberry-chocolate wall
RoomWall_04935;green flower-print wall
RoomWall_04936;ancient wall
