label;English
Fence_03080;brick fence
Fence_03080_pl;brick fencing
Fence_03402;vertical-board fence
Fence_03402_pl;vertical-board fencing
Fence_03403;bamboo lattice fence
Fence_03403_pl;bamboo lattice fencing
Fence_04349;corral fence
Fence_04349_pl;corral fencing
Fence_04350;country fence
Fence_04350_pl;country fencing
Fence_04352;rope fence
Fence_04352_pl;rope fencing
Fence_04354;imperial fence
Fence_04354_pl;imperial fencing
Fence_04356;straw fence
Fence_04356_pl;straw fencing
Fence_04357;iron fence
Fence_04357_pl;iron fencing
Fence_04358;spiky fence
Fence_04358_pl;spiky fencing
Fence_05206;iron-and-stone fence
Fence_05206_pl;iron-and-stone fencing
Fence_05207;zen fence
Fence_05207_pl;zen fencing
Fence_05212;stone fence
Fence_05212_pl;stone fencing
Fence_05213;barbed-wire fence
Fence_05213_pl;barbed-wire fencing
Fence_11711;simple wooden fence
Fence_11711_pl;simple wooden fencing
Fence_11712;lattice fence
Fence_11712_pl;lattice fencing
Fence_12285;コミューン島専用柵
Fence_12285_pl;コミューン島専用柵
Fence_12630;Bunny Day fence
Fence_12630_pl;Bunny Day fencing
