label;English
FishToy_06929;crucian carp model
FishToy_06930;goldfish model
FishToy_06931;bitterling model
FishToy_06932;horse mackerel model
FishToy_06933;angelfish model
FishToy_06935;arowana model
FishToy_06936;sweetfish model
FishToy_06937;betta model
FishToy_06938;black bass model
FishToy_06939;bluegill model
FishToy_06940;football fish model
FishToy_06941;butterfly fish model
FishToy_06942;pop-eyed goldfish model
FishToy_06943;barreleye model
FishToy_06944;loach model
FishToy_06945;nibble fish model
FishToy_06946;freshwater goby model
FishToy_06949;ray model
FishToy_06950;saddled bichir model
FishToy_06951;blowfish model
FishToy_06952;gar model
FishToy_06953;golden trout model
FishToy_06954;guppy model
FishToy_06955;ribbon eel model
FishToy_06956;puffer fish model
FishToy_06957;olive flounder model
FishToy_06958;squid model
FishToy_06959;barred knifejaw model
FishToy_06960;stringfish model
FishToy_06961;whale shark model
FishToy_06962;frog model
FishToy_06963;blue marlin model
FishToy_06964;snapping turtle model
FishToy_06965;dab model
FishToy_06978;king salmon model
FishToy_06979;suckerfish model
FishToy_06980;carp model
FishToy_06981;clown fish model
FishToy_06982;sea butterfly model
FishToy_06983;tuna model
FishToy_06984;ocean sunfish model
FishToy_06985;killifish model
FishToy_06987;catfish model
FishToy_06988;surgeonfish model
FishToy_06989;Napoleonfish model
FishToy_06990;neon tetra model
FishToy_06991;koi model
FishToy_06999;anchovy model
FishToy_07000;pale chub model
FishToy_07001;tadpole model
FishToy_07002;saw shark model
FishToy_07003;char model
FishToy_07004;pike model
FishToy_07005;piranha model
FishToy_07006;arapaima model
FishToy_07007;giant snakehead model
FishToy_07008;rainbowfish model
FishToy_07009;ranchu goldfish model
FishToy_07010;giant trevally model
FishToy_07011;oarfish model
FishToy_07012;salmon model
FishToy_07013;great white shark model
FishToy_07014;mahi-mahi model
FishToy_07015;hammerhead shark model
FishToy_07016;coelacanth model
FishToy_07017;soft-shelled turtle model
FishToy_07018;sea bass model
FishToy_07019;mitten crab model
FishToy_07020;red snapper model
FishToy_07021;sea horse model
FishToy_07022;tilapia model
FishToy_07023;sturgeon model
FishToy_07024;dace model
FishToy_07025;moray eel model
FishToy_07026;pond smelt model
FishToy_07027;cherry salmon model
FishToy_07028;yellow perch model
FishToy_07029;crawfish model
FishToy_07836;zebra turkeyfish model
FishToy_07837;dorado model
