label;English
Axe_02100;axe
Axe_03068;flimsy axe
Axe_05856;stone axe
Axe_09617;golden axe
ChangeStick_02544;star wand
ChangeStick_05083;hyacinth wand
ChangeStick_05084;windflower wand
ChangeStick_05085;tulip wand
ChangeStick_05091;pansy wand
ChangeStick_05092;cosmos wand
ChangeStick_05093;rose wand
ChangeStick_05094;lily wand
ChangeStick_05095;mums wand
ChangeStick_07584;wand
ChangeStick_07585;ice wand
ChangeStick_07586;shell wand
ChangeStick_07587;tree-branch wand
ChangeStick_07588;mushroom wand
ChangeStick_07589;cherry-blossom wand
ChangeStick_07590;bamboo wand
ChangeStick_07591;golden wand
ChangeStick_07592;iron wand
ChangeStick_08769;bug wand
ChangeStick_08770;fish wand
CliffMaker_02543;cliff construction permit
FishingRod_02377;fishing rod
FishingRod_03084;flimsy fishing rod
FishingRod_08471;fish fishing rod
FishingRod_08472;colorful fishing rod
FishingRod_08473;outdoorsy fishing rod
FishingRod_08660;golden rod
GroundMaker_03075;path construction permit
Ladder_02615;ladder
Net_02376;flimsy net
Net_05784;net
Net_08176;star net
Net_08177;colorful net
Net_08178;outdoorsy net
Net_08179;golden net
RiverMaker_03247;waterscaping permit
Shovel_02099;shovel
Shovel_03082;flimsy shovel
Shovel_08574;golden shovel
Shovel_08575;outdoorsy shovel
Shovel_08576;printed-design shovel
Shovel_08577;colorful shovel
Slingshot_02822;slingshot
Slingshot_08578;golden slingshot
Slingshot_08579;outdoorsy slingshot
Slingshot_08580;colorful slingshot
Timer_03331;timer
Watering_02379;watering can
Watering_03083;flimsy watering can
Watering_08533;golden watering can
Watering_08534;colorful watering can
Watering_08535;elephant watering can
Watering_08536;outdoorsy watering can
WoodenStickTool_04703;vaulting pole
