label;English
Rug_07322;pink heart rug
Rug_07323;brown wooden-deck rug
Rug_07324;rough rug
Rug_07325;ivory medium round mat
Rug_07327;apple rug
Rug_07328;cherry rug
Rug_07329;fluffy rug
Rug_07330;orange rug
Rug_07331;peach rug
Rug_07332;pear rug
Rug_07333;ivory simple bath mat
Rug_07334;ivory small round mat
Rug_07335;white simple medium mat
Rug_07336;white simple small mat
Rug_07337;iron entrance mat
Rug_07338;white message mat
Rug_07339;rubber mud mat
Rug_07340;red-design kitchen mat
Rug_07341;brown kitchen mat
Rug_07343;red-and-blue checked rug
Rug_07345;shanty mat
Rug_07346;snowflake rug
Rug_07347;red Persian rug
Rug_07348;red carpet
Rug_07349;monochromatic dotted rug
Rug_07350;modern wavy rug
Rug_07351;yellow stripes rug
Rug_07352;yellow argyle rug
Rug_07353;botanical rug
Rug_07354;green shaggy rug
Rug_07356;aluminum rug
Rug_07357;Earth rug
Rug_07358;tropical rug
Rug_07359;colorful vinyl sheet
Rug_07360;ladybug rug
Rug_07361;fish rug
Rug_07362;shell rug
Rug_07363;mush rug
Rug_07364;Nook Inc. rug
Rug_07365;pink rose rug
Rug_07366;fossil rug
Rug_07367;magic-circle rug
Rug_07368;lacy rug
Rug_07369;tatami mat
Rug_07370;oval entrance mat
Rug_07371;sloppy rug
Rug_07380;natural wooden-deck rug
Rug_07381;white wooden-deck rug
Rug_07382;black wooden-deck rug
Rug_07402;Mom's cool kitchen mat
Rug_07403;yellow vinyl sheet
Rug_07404;blue vinyl sheet
Rug_07405;red vinyl sheet
Rug_07456;monochromatic wavy rug
Rug_07457;red wavy rug
Rug_07458;blue wavy rug
Rug_07462;yellow checked rug
Rug_07463;peach checked rug
Rug_07464;green checked rug
Rug_07465;red dotted rug
Rug_07466;retro dotted rug
Rug_07467;blue dotted rug
Rug_07516;simple green bath mat
Rug_07517;simple pink bath mat
Rug_07518;simple navy bath mat
Rug_07519;simple medium brown mat
Rug_07520;simple small avocado mat
Rug_07521;simple small blue mat
Rug_07522;simple small brown mat
Rug_07523;simple medium blue mat
Rug_07524;simple medium avocado mat
Rug_07532;peach stripes rug
Rug_07533;blue stripes rug
Rug_07534;green stripes rug
Rug_07536;simple medium orange mat
Rug_07537;simple small red mat
Rug_07538;simple medium purple mat
Rug_07539;simple medium black mat
Rug_07540;simple medium red mat
Rug_07541;simple small orange mat
Rug_07542;simple small purple mat
Rug_07543;simple small black mat
Rug_07545;spooky rug
Rug_07546;Bunny Day rug
Rug_07578;white heart rug
Rug_07579;turquoise heart rug
Rug_07580;purple heart rug
Rug_07594;black-design kitchen mat
Rug_07595;blue-design kitchen mat
Rug_07596;yellow-design kitchen mat
Rug_08035;blue Persian rug
Rug_08036;yellow Persian rug
Rug_08037;purple Persian rug
Rug_08393;green kitchen mat
Rug_08394;blue kitchen mat
Rug_08395;yellow kitchen mat
Rug_08466;red argyle rug
Rug_08467;blue argyle rug
Rug_08468;brown argyle rug
Rug_08757;white rose rug
Rug_08758;red rose rug
Rug_08759;yellow rose rug
Rug_09310;blue message mat
Rug_09311;yellow message mat
Rug_09312;red message mat
Rug_09313;red kilim-style carpet
Rug_09314;green kilim-style carpet
Rug_09315;yellow kilim-style carpet
Rug_09316;blue kilim-style carpet
Rug_09541;Mom's reliable kitchen mat
Rug_09542;Mom's playful kitchen mat
Rug_09543;Mom's lively kitchen mat
Rug_09544;yellow medium round mat
Rug_09545;red medium round mat
Rug_09546;blue medium round mat
Rug_09547;yellow small round mat
Rug_09548;red small round mat
Rug_09549;blue small round mat
Rug_09562;purple shaggy rug
Rug_09563;brown shaggy rug
Rug_09564;blue shaggy rug
Rug_11101;red blocks rug
Rug_11102;blue blocks rug
Rug_11103;yellow blocks rug
Rug_11104;black blocks rug
Rug_11113;light bamboo rug
Rug_11114;dark bamboo rug
Rug_12214;Bell-bag rug
Rug_12325;Nook Inc. botanical rug
Rug_12396;Nook Inc. silk rug
Rug_12462;blue wedding rug
Rug_12464;white wedding rug
Rug_12465;red wedding rug
Rug_12563;mermaid rug
Rug_12564;pirate rug
Rug_13287;moon rug
RugMyDesign_08823;custom-design rug
