label;English
Fossil_00169;ankylo skull
Fossil_00170;ankylo torso
Fossil_00171;ankylo tail
Fossil_00177;archelon skull
Fossil_00178;archelon tail
Fossil_00180;megacero skull
Fossil_00181;megacero torso
Fossil_00182;megacero tail
Fossil_00184;dimetrodon skull
Fossil_00185;dimetrodon torso
Fossil_00188;iguanodon skull
Fossil_00189;iguanodon torso
Fossil_00190;iguanodon tail
Fossil_00192;ophthalmo skull
Fossil_00193;ophthalmo torso
Fossil_00195;mammoth skull
Fossil_00196;mammoth torso
Fossil_00198;pachy skull
Fossil_00199;pachy tail
Fossil_00202;parasaur skull
Fossil_00203;parasaur torso
Fossil_00204;parasaur tail
Fossil_00206;ptera body
Fossil_00207;right ptera wing
Fossil_00208;left ptera wing
Fossil_00210;deinony torso
Fossil_00211;deinony tail
Fossil_00213;sabertooth skull
Fossil_00214;sabertooth tail
Fossil_00216;diplo skull
Fossil_00217;diplo neck
Fossil_00218;diplo chest
Fossil_00219;diplo pelvis
Fossil_00220;diplo tail
Fossil_00222;spino skull
Fossil_00223;spino torso
Fossil_00224;spino tail
Fossil_00226;stego skull
Fossil_00227;stego torso
Fossil_00228;stego tail
Fossil_00234;plesio skull
Fossil_00235;plesio body
Fossil_00236;plesio tail
Fossil_00238;T. rex skull
Fossil_00239;T. rex torso
Fossil_00240;T. rex tail
Fossil_00242;tricera skull
Fossil_00243;tricera torso
Fossil_00244;tricera tail
Fossil_00294;amber
Fossil_00295;ammonite
Fossil_00296;coprolite
Fossil_00298;archaeopteryx
Fossil_00300;dinosaur track
Fossil_00301;australopith
Fossil_00302;shark-tooth pattern
Fossil_00303;trilobite
Fossil_04651;anomalocaris
Fossil_04658;right megalo side
Fossil_04659;left megalo side
Fossil_04660;dunkleosteus
Fossil_04662;myllokunmingia
Fossil_04663;eusthenopteron
Fossil_04664;acanthostega
Fossil_04665;juramaia
Fossil_04688;brachio skull
Fossil_04689;brachio chest
Fossil_04690;brachio pelvis
Fossil_04691;brachio tail
Fossil_04697;quetzal torso
Fossil_04698;right quetzal wing
Fossil_04699;left quetzal wing
Fossil_07251;diplo tail tip
FossilUnknown_02579;fossil
